CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
1500701,Anajás,15,Pará,0.197,0.473,0.644,0.025,5412,0.307,0.502,0.711,0.081,5508,0.484,0.506,0.774,0.290,5550,ANAJÁS
1500800,Ananindeua,15,Pará,0.516,0.608,0.683,0.330,558,0.606,0.620,0.787,0.457,1451,0.718,0.684,0.821,0.658,1362,ANANINDEUA
1500859,Anapu,15,Pará,0.250,0.391,0.607,0.066,4974,0.392,0.537,0.712,0.157,4876,0.548,0.563,0.788,0.371,5225,ANAPU
1500909,Augusto Corrêa,15,Pará,0.238,0.400,0.589,0.057,5128,0.335,0.454,0.706,0.117,5405,0.520,0.480,0.772,0.380,5458,AUGUSTO CORRÊA
1500958,Aurora do Pará,15,Pará,0.259,0.471,0.645,0.057,4847,0.358,0.491,0.707,0.132,5270,0.519,0.504,0.773,0.358,5461,AURORA DO PARÁ
1501006,Aveiro,15,Pará,0.281,0.407,0.657,0.083,4491,0.368,0.412,0.709,0.170,5184,0.541,0.470,0.748,0.450,5306,AVEIRO
1501105,Bagre,15,Pará,0.241,0.424,0.576,0.057,5078,0.330,0.424,0.669,0.127,5430,0.471,0.481,0.777,0.280,5558,BAGRE
1501204,Baião,15,Pará,0.336,0.423,0.638,0.140,3497,0.459,0.483,0.706,0.283,3794,0.578,0.538,0.770,0.467,4670,BAIÃO
1501253,Bannach,15,Pará,0.305,0.475,0.710,0.084,4067,0.424,0.551,0.742,0.187,4371,0.594,0.635,0.784,0.420,4284,BANNACH
1501303,Barcarena,15,Pará,0.447,0.575,0.709,0.219,1651,0.554,0.606,0.755,0.371,2434,0.662,0.643,0.801,0.564,2846,BARCARENA
1501402,Belém,15,Pará,0.562,0.674,0.710,0.371,154,0.644,0.700,0.758,0.504,717,0.746,0.751,0.822,0.673,628,BELÉM
1501451,Belterra,15,Pará,0.311,0.443,0.604,0.112,3946,0.396,0.438,0.673,0.210,4810,0.588,0.548,0.775,0.478,4444,BELTERRA
1501501,Benevides,15,Pará,0.368,0.470,0.592,0.179,3006,0.529,0.571,0.691,0.376,2825,0.665,0.623,0.798,0.592,2776,BENEVIDES
1501576,Bom Jesus do Tocantins,15,Pará,0.309,0.522,0.571,0.099,3980,0.429,0.526,0.669,0.224,4290,0.589,0.601,0.777,0.437,4416,BOM JESUS DO TOCANTINS
1501600,Bonito,15,Pará,0.241,0.442,0.556,0.057,5078,0.381,0.482,0.665,0.172,5035,0.546,0.531,0.770,0.398,5253,BONITO
1501709,Bragança,15,Pará,0.325,0.463,0.569,0.130,3697,0.458,0.522,0.662,0.278,3812,0.600,0.589,0.755,0.486,4144,BRAGANÇA
1501725,Brasil Novo,15,Pará,0.288,0.491,0.616,0.079,4362,0.433,0.577,0.707,0.199,4220,0.613,0.632,0.809,0.451,3847,BRASIL NOVO
1501758,Brejo Grande do Araguaia,15,Pará,0.258,0.400,0.613,0.070,4866,0.496,0.534,0.716,0.320,3279,0.591,0.588,0.743,0.473,4372,BREJO GRANDE DO ARAGUAIA
1501782,Breu Branco,15,Pará,0.293,0.513,0.604,0.081,4272,0.422,0.559,0.684,0.197,4407,0.568,0.555,0.781,0.422,4884,BREU BRANCO
1501808,Breves,15,Pará,0.284,0.467,0.623,0.079,4442,0.372,0.491,0.706,0.148,5139,0.503,0.524,0.778,0.312,5520,BREVES
1501907,Bujaru,15,Pará,0.336,0.476,0.657,0.121,3497,0.395,0.461,0.712,0.188,4824,0.552,0.495,0.779,0.437,5169,BUJARU
1501956,Cachoeira do Piriá,15,Pará,0.203,0.369,0.634,0.036,5377,0.301,0.406,0.661,0.102,5520,0.473,0.449,0.779,0.303,5557,CACHOEIRA DO PIRIÁ
1502004,Cachoeira do Arari,15,Pará,0.324,0.462,0.645,0.114,3709,0.427,0.543,0.712,0.202,4319,0.546,0.525,0.778,0.398,5253,CACHOEIRA DO ARARI
1502103,Cametá,15,Pará,0.328,0.434,0.645,0.126,3635,0.432,0.459,0.705,0.249,4237,0.577,0.538,0.754,0.474,4695,CAMETÁ
1502152,Canaã dos Carajás,15,Pará,0.276,0.475,0.612,0.072,4587,0.456,0.600,0.709,0.223,3836,0.673,0.670,0.801,0.569,2598,CANAÃ DOS CARAJÁS
1502202,Capanema,15,Pará,0.425,0.546,0.677,0.208,2051,0.533,0.572,0.754,0.352,2771,0.655,0.610,0.794,0.580,3008,CAPANEMA
1502301,Capitão Poço,15,Pará,0.279,0.447,0.577,0.084,4532,0.379,0.502,0.655,0.166,5059,0.548,0.573,0.747,0.385,5225,CAPITÃO POÇO
1502400,Castanhal,15,Pará,0.424,0.566,0.652,0.207,2069,0.550,0.593,0.754,0.372,2497,0.673,0.654,0.800,0.582,2598,CASTANHAL
1502509,Chaves,15,Pará,0.179,0.437,0.657,0.020,5470,0.289,0.442,0.711,0.077,5535,0.453,0.516,0.769,0.234,5560,CHAVES
1502608,Colares,15,Pará,0.389,0.447,0.642,0.205,2668,0.524,0.511,0.714,0.395,2902,0.602,0.541,0.763,0.528,4101,COLARES
1502707,Conceição do Araguaia,15,Pará,0.371,0.532,0.639,0.150,2961,0.512,0.585,0.742,0.310,3079,0.640,0.631,0.770,0.540,3291,CONCEIÇÃO DO ARAGUAIA
1502756,Concórdia do Pará,15,Pará,0.287,0.529,0.631,0.071,4383,0.402,0.544,0.707,0.169,4725,0.566,0.560,0.741,0.438,4921,CONCÓRDIA DO PARÁ
1502764,Cumaru do Norte,15,Pará,0.309,0.584,0.623,0.081,3980,0.405,0.608,0.726,0.151,4684,0.550,0.635,0.795,0.330,5194,CUMARU DO NORTE
1502772,Curionópolis,15,Pará,0.326,0.561,0.598,0.103,3677,0.449,0.533,0.721,0.236,3944,0.636,0.592,0.809,0.536,3378,CURIONÓPOLIS
1502806,Curralinho,15,Pará,0.229,0.489,0.560,0.044,5212,0.323,0.498,0.655,0.103,5454,0.502,0.508,0.769,0.323,5524,CURRALINHO
1502855,Curuá,15,Pará,0.194,0.421,0.622,0.028,5423,0.383,0.439,0.716,0.179,4999,0.578,0.501,0.780,0.495,4670,CURUÁ
1502905,Curuçá,15,Pará,0.339,0.399,0.611,0.160,3455,0.474,0.531,0.697,0.287,3579,0.582,0.542,0.758,0.480,4590,CURUÇÁ
1502939,Dom Eliseu,15,Pará,0.299,0.540,0.569,0.087,4161,0.452,0.576,0.662,0.242,3890,0.615,0.606,0.763,0.502,3796,DOM ELISEU
1502954,Eldorado do Carajás,15,Pará,0.260,0.536,0.598,0.055,4828,0.389,0.521,0.712,0.159,4917,0.560,0.572,0.757,0.405,5049,ELDORADO DO CARAJÁS
1503002,Faro,15,Pará,0.281,0.362,0.556,0.110,4491,0.431,0.448,0.661,0.270,4258,0.563,0.501,0.756,0.470,4984,FARO
1503044,Floresta do Araguaia,15,Pará,0.209,0.449,0.639,0.032,5337,0.411,0.502,0.738,0.188,4601,0.583,0.573,0.792,0.437,4562,FLORESTA DO ARAGUAIA
1503077,Garrafão do Norte,15,Pará,0.183,0.423,0.556,0.026,5458,0.331,0.461,0.665,0.118,5424,0.526,0.540,0.763,0.353,5426,GARRAFÃO DO NORTE
1503093,Goianésia do Pará,15,Pará,0.235,0.516,0.586,0.043,5158,0.422,0.575,0.697,0.188,4407,0.560,0.585,0.743,0.404,5049,GOIANÉSIA DO PARÁ
1503101,Gurupá,15,Pará,0.209,0.435,0.598,0.035,5337,0.349,0.469,0.716,0.127,5328,0.509,0.510,0.777,0.333,5502,GURUPÁ
1503200,Igarapé-Açu,15,Pará,0.341,0.492,0.577,0.140,3410,0.459,0.498,0.697,0.278,3794,0.595,0.579,0.743,0.490,4255,IGARAPÉ-AÇU
1503309,Igarapé-Miri,15,Pará,0.322,0.463,0.656,0.110,3747,0.416,0.486,0.714,0.207,4518,0.547,0.514,0.770,0.413,5244,IGARAPÉ-MIRI
1503408,Inhangapi,15,Pará,0.327,0.480,0.669,0.109,3653,0.438,0.535,0.712,0.220,4137,0.572,0.550,0.748,0.456,4802,INHANGAPI
1503457,Ipixuna do Pará,15,Pará,0.268,0.468,0.642,0.064,4717,0.317,0.465,0.707,0.097,5479,0.489,0.508,0.757,0.304,5543,IPIXUNA DO PARÁ
1503507,Irituia,15,Pará,0.271,0.447,0.644,0.069,4666,0.419,0.538,0.689,0.198,4474,0.559,0.536,0.763,0.427,5066,IRITUIA
1503606,Itaituba,15,Pará,0.355,0.562,0.634,0.126,3193,0.489,0.591,0.691,0.287,3370,0.640,0.644,0.800,0.510,3291,ITAITUBA
1503705,Itupiranga,15,Pará,0.258,0.449,0.604,0.063,4866,0.354,0.490,0.669,0.135,5300,0.528,0.543,0.746,0.364,5408,ITUPIRANGA
1503754,Jacareacanga,15,Pará,0.242,0.512,0.678,0.041,5071,0.371,0.543,0.743,0.127,5149,0.505,0.577,0.800,0.279,5515,JACAREACANGA
1503804,Jacundá,15,Pará,0.367,0.563,0.664,0.132,3020,0.477,0.609,0.714,0.250,3540,0.622,0.628,0.752,0.509,3653,JACUNDÁ
1503903,Juruti,15,Pará,0.313,0.448,0.586,0.117,3914,0.389,0.419,0.655,0.215,4917,0.592,0.547,0.756,0.501,4331,JURUTI
1504000,Limoeiro do Ajuru,15,Pará,0.300,0.448,0.652,0.092,4144,0.373,0.443,0.705,0.166,5128,0.541,0.493,0.754,0.425,5306,LIMOEIRO DO AJURU
1504059,Mãe do Rio,15,Pará,0.382,0.509,0.651,0.168,2780,0.466,0.546,0.728,0.254,3686,0.599,0.615,0.763,0.458,4167,MÃE DO RIO
1504109,Magalhães Barata,15,Pará,0.342,0.414,0.625,0.155,3390,0.429,0.428,0.709,0.260,4290,0.597,0.524,0.801,0.507,4215,MAGALHÃES BARATA
1504208,Marabá,15,Pará,0.401,0.561,0.613,0.187,2481,0.536,0.621,0.707,0.351,2731,0.668,0.673,0.785,0.564,2716,MARABÁ
1504307,Maracanã,15,Pará,0.313,0.432,0.643,0.110,3914,0.406,0.447,0.697,0.215,4666,0.570,0.534,0.764,0.454,4841,MARACANÃ
1504406,Marapanim,15,Pará,0.337,0.457,0.622,0.135,3482,0.448,0.478,0.742,0.254,3959,0.609,0.570,0.760,0.521,3927,MARAPANIM
1504422,Marituba,15,Pará,0.397,0.508,0.612,0.202,2554,0.505,0.556,0.679,0.342,3161,0.676,0.621,0.793,0.628,2524,MARITUBA
1504455,Medicilândia,15,Pará,0.293,0.532,0.636,0.074,4272,0.470,0.627,0.754,0.219,3636,0.582,0.605,0.800,0.408,4590,MEDICILÂNDIA
1504505,Melgaço,15,Pará,0.177,0.423,0.547,0.024,5475,0.260,0.406,0.665,0.065,5559,0.418,0.454,0.776,0.207,5565,MELGAÇO
1504604,Mocajuba,15,Pará,0.354,0.458,0.656,0.148,3217,0.443,0.488,0.707,0.252,4048,0.575,0.539,0.754,0.467,4742,MOCAJUBA
1504703,Moju,15,Pará,0.289,0.468,0.607,0.085,4346,0.399,0.498,0.714,0.178,4768,0.547,0.578,0.757,0.375,5244,MOJU
1504752,Mojuí dos Campos,15,Pará,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MOJUÍ DOS CAMPOS
1504802,Monte Alegre,15,Pará,0.349,0.470,0.664,0.136,3286,0.467,0.502,0.744,0.273,3678,0.589,0.541,0.764,0.495,4416,MONTE ALEGRE
1504901,Muaná,15,Pará,0.305,0.495,0.657,0.087,4067,0.350,0.487,0.711,0.124,5320,0.547,0.540,0.775,0.391,5244,MUANÁ
1504950,Nova Esperança do Piriá,15,Pará,0.229,0.435,0.575,0.048,5212,0.315,0.490,0.684,0.093,5489,0.502,0.482,0.757,0.346,5524,NOVA ESPERANÇA DO PIRIÁ
1504976,Nova Ipixuna,15,Pará,0.238,0.464,0.609,0.048,5128,0.432,0.559,0.718,0.201,4237,0.581,0.590,0.766,0.435,4614,NOVA IPIXUNA
1505007,Nova Timboteua,15,Pará,0.361,0.476,0.577,0.172,3107,0.469,0.508,0.684,0.297,3651,0.609,0.564,0.791,0.507,3927,NOVA TIMBOTEUA
1505031,Novo Progresso,15,Pará,0.377,0.611,0.727,0.121,2850,0.466,0.657,0.805,0.191,3686,0.673,0.709,0.828,0.519,2598,NOVO PROGRESSO
1505064,Novo Repartimento,15,Pará,0.222,0.444,0.571,0.043,5257,0.372,0.500,0.669,0.154,5139,0.537,0.557,0.741,0.376,5345,NOVO REPARTIMENTO
1505106,Óbidos,15,Pará,0.347,0.479,0.625,0.140,3320,0.452,0.484,0.711,0.269,3890,0.594,0.556,0.756,0.499,4284,ÓBIDOS
1505205,Oeiras do Pará,15,Pará,0.268,0.476,0.643,0.063,4717,0.360,0.460,0.705,0.144,5256,0.507,0.502,0.754,0.344,5509,OEIRAS DO PARÁ
1505304,Oriximiná,15,Pará,0.390,0.530,0.610,0.184,2656,0.517,0.562,0.733,0.335,2997,0.623,0.599,0.778,0.520,3631,ORIXIMINÁ
1505403,Ourém,15,Pará,0.332,0.451,0.612,0.133,3567,0.436,0.496,0.707,0.236,4168,0.568,0.575,0.727,0.438,4884,OURÉM
1505437,Ourilândia do Norte,15,Pará,0.309,0.555,0.623,0.085,3980,0.438,0.589,0.726,0.196,4137,0.624,0.653,0.795,0.467,3607,OURILÂNDIA DO NORTE
1505486,Pacajá,15,Pará,0.257,0.431,0.597,0.066,4882,0.340,0.548,0.712,0.101,5384,0.515,0.541,0.746,0.338,5481,PACAJÁ
1505494,Palestina do Pará,15,Pará,0.295,0.415,0.613,0.101,4241,0.455,0.541,0.716,0.243,3849,0.589,0.574,0.761,0.467,4416,PALESTINA DO PARÁ
1505502,Paragominas,15,Pará,0.336,0.549,0.591,0.117,3497,0.471,0.600,0.684,0.254,3624,0.645,0.667,0.781,0.514,3201,PARAGOMINAS
1505536,Parauapebas,15,Pará,0.439,0.626,0.678,0.199,1802,0.553,0.646,0.726,0.361,2451,0.715,0.701,0.809,0.644,1454,PARAUAPEBAS
1505551,Pau D'Arco,15,Pará,0.230,0.479,0.632,0.040,5202,0.401,0.495,0.714,0.182,4747,0.574,0.571,0.748,0.443,4764,PAU D'ARCO
1505601,Peixe-Boi,15,Pará,0.337,0.442,0.569,0.152,3482,0.446,0.484,0.662,0.277,3990,0.581,0.543,0.754,0.478,4614,PEIXE-BOI
1505635,Piçarra,15,Pará,0.208,0.421,0.632,0.034,5343,0.370,0.543,0.724,0.129,5164,0.563,0.561,0.792,0.402,4984,PIÇARRA
1505650,Placas,15,Pará,0.276,0.522,0.651,0.062,4587,0.390,0.531,0.714,0.156,4907,0.552,0.541,0.770,0.404,5169,PLACAS
1505700,Ponta de Pedras,15,Pará,0.335,0.461,0.656,0.124,3521,0.444,0.488,0.711,0.252,4029,0.562,0.558,0.773,0.412,5002,PONTA DE PEDRAS
1505809,Portel,15,Pará,0.272,0.461,0.636,0.069,4649,0.359,0.503,0.714,0.129,5264,0.483,0.513,0.767,0.286,5553,PORTEL
1505908,Porto de Moz,15,Pará,0.218,0.469,0.651,0.034,5290,0.360,0.490,0.699,0.136,5256,0.503,0.512,0.770,0.322,5520,PORTO DE MOZ
1506005,Prainha,15,Pará,0.245,0.436,0.604,0.056,5050,0.361,0.437,0.673,0.160,5246,0.523,0.512,0.779,0.359,5444,PRAINHA
1506104,Primavera,15,Pará,0.248,0.370,0.592,0.070,5009,0.430,0.477,0.697,0.239,4278,0.577,0.571,0.772,0.435,4695,PRIMAVERA
1506112,Quatipuru,15,Pará,0.270,0.431,0.560,0.082,4684,0.406,0.460,0.662,0.220,4666,0.543,0.550,0.732,0.397,5288,QUATIPURU
1506138,Redenção,15,Pará,0.374,0.573,0.693,0.132,2897,0.530,0.630,0.738,0.320,2809,0.672,0.674,0.804,0.561,2621,REDENÇÃO
1506161,Rio Maria,15,Pará,0.295,0.536,0.632,0.076,4241,0.499,0.623,0.724,0.276,3238,0.638,0.651,0.804,0.495,3333,RIO MARIA
1506187,Rondon do Pará,15,Pará,0.392,0.569,0.637,0.166,2625,0.461,0.590,0.696,0.239,3758,0.602,0.606,0.788,0.457,4101,RONDON DO PARÁ
1506195,Rurópolis,15,Pará,0.257,0.418,0.547,0.074,4882,0.421,0.541,0.665,0.208,4429,0.548,0.548,0.764,0.392,5225,RURÓPOLIS
1506203,Salinópolis,15,Pará,0.399,0.486,0.673,0.194,2516,0.517,0.589,0.758,0.310,2997,0.647,0.628,0.798,0.541,3172,SALINÓPOLIS
1506302,Salvaterra,15,Pará,0.391,0.515,0.677,0.171,2640,0.478,0.514,0.745,0.286,3527,0.608,0.580,0.793,0.488,3957,SALVATERRA
1506351,Santa Bárbara do Pará,15,Pará,0.369,0.455,0.604,0.183,2990,0.505,0.516,0.669,0.372,3161,0.627,0.575,0.784,0.546,3534,SANTA BÁRBARA DO PARÁ
1506401,Santa Cruz do Arari,15,Pará,0.300,0.472,0.583,0.098,4144,0.393,0.477,0.665,0.192,4859,0.557,0.483,0.775,0.461,5098,SANTA CRUZ DO ARARI
1506500,Santa Izabel do Pará,15,Pará,0.447,0.539,0.652,0.255,1651,0.535,0.551,0.732,0.380,2742,0.659,0.622,0.798,0.576,2924,SANTA IZABEL DO PARÁ
1506559,Santa Luzia do Pará,15,Pará,0.274,0.419,0.582,0.084,4615,0.362,0.442,0.637,0.169,5234,0.546,0.530,0.724,0.424,5253,SANTA LUZIA DO PARÁ
1506583,Santa Maria das Barreiras,15,Pará,0.327,0.543,0.639,0.101,3653,0.408,0.549,0.728,0.170,4637,0.544,0.555,0.783,0.370,5277,SANTA MARIA DAS BARREIRAS
1506609,Santa Maria do Pará,15,Pará,0.368,0.559,0.610,0.146,3006,0.463,0.551,0.665,0.270,3730,0.598,0.595,0.764,0.471,4198,SANTA MARIA DO PARÁ
1506708,Santana do Araguaia,15,Pará,0.331,0.513,0.639,0.111,3587,0.450,0.544,0.747,0.224,3930,0.602,0.591,0.774,0.478,4101,SANTANA DO ARAGUAIA
1506807,Santarém,15,Pará,0.421,0.521,0.643,0.222,2116,0.555,0.571,0.755,0.397,2419,0.691,0.632,0.807,0.648,2161,SANTARÉM
1506906,Santarém Novo,15,Pará,0.337,0.474,0.563,0.143,3482,0.424,0.504,0.665,0.228,4371,0.587,0.520,0.774,0.502,4467,SANTARÉM NOVO
1507003,Santo Antônio do Tauá,15,Pará,0.365,0.463,0.609,0.173,3047,0.475,0.494,0.732,0.296,3567,0.632,0.598,0.753,0.561,3448,SANTO ANTÔNIO DO TAUÁ
1507102,São Caetano de Odivelas,15,Pará,0.337,0.468,0.669,0.122,3482,0.464,0.503,0.742,0.267,3714,0.585,0.552,0.767,0.473,4515,SÃO CAETANO DE ODIVELAS
1507151,São Domingos do Araguaia,15,Pará,0.285,0.458,0.634,0.080,4417,0.454,0.536,0.712,0.246,3858,0.594,0.629,0.738,0.451,4284,SÃO DOMINGOS DO ARAGUAIA
1507201,São Domingos do Capim,15,Pará,0.330,0.506,0.645,0.110,3606,0.371,0.507,0.707,0.143,5149,0.532,0.509,0.773,0.382,5382,SÃO DOMINGOS DO CAPIM
1507300,São Félix do Xingu,15,Pará,0.315,0.557,0.623,0.090,3876,0.435,0.663,0.741,0.168,4184,0.594,0.638,0.798,0.411,4284,SÃO FÉLIX DO XINGU
1507409,São Francisco do Pará,15,Pará,0.371,0.525,0.610,0.160,2961,0.476,0.552,0.697,0.280,3553,0.608,0.571,0.785,0.502,3957,SÃO FRANCISCO DO PARÁ
1507458,São Geraldo do Araguaia,15,Pará,0.256,0.448,0.633,0.059,4903,0.415,0.564,0.748,0.170,4536,0.595,0.594,0.793,0.447,4255,SÃO GERALDO DO ARAGUAIA
1507466,São João da Ponta,15,Pará,0.282,0.432,0.643,0.081,4469,0.448,0.477,0.697,0.271,3959,0.583,0.522,0.767,0.495,4562,SÃO JOÃO DA PONTA
1507474,São João de Pirabas,15,Pará,0.306,0.449,0.611,0.104,4041,0.415,0.471,0.724,0.210,4536,0.539,0.529,0.753,0.393,5332,SÃO JOÃO DE PIRABAS
1507508,São João do Araguaia,15,Pará,0.233,0.480,0.547,0.048,5180,0.349,0.448,0.637,0.149,5328,0.550,0.530,0.741,0.424,5194,SÃO JOÃO DO ARAGUAIA
1507607,São Miguel do Guamá,15,Pará,0.322,0.501,0.583,0.114,3747,0.453,0.550,0.669,0.253,3877,0.591,0.582,0.752,0.471,4372,SÃO MIGUEL DO GUAMÁ
1507706,São Sebastião da Boa Vista,15,Pará,0.288,0.456,0.644,0.081,4362,0.422,0.453,0.714,0.232,4407,0.558,0.520,0.760,0.439,5081,SÃO SEBASTIÃO DA BOA VISTA
1507755,Sapucaia,15,Pará,0.311,0.551,0.693,0.079,3946,0.469,0.600,0.738,0.233,3651,0.590,0.639,0.792,0.405,4395,SAPUCAIA
1507805,Senador José Porfírio,15,Pará,0.253,0.487,0.636,0.052,4941,0.361,0.512,0.696,0.132,5246,0.514,0.533,0.754,0.338,5487,SENADOR JOSÉ PORFÍRIO
1507904,Soure,15,Pará,0.427,0.527,0.669,0.221,2022,0.513,0.535,0.721,0.351,3064,0.615,0.583,0.760,0.525,3796,SOURE
1507953,Tailândia,15,Pará,0.340,0.587,0.664,0.101,3430,0.433,0.585,0.747,0.186,4220,0.588,0.583,0.776,0.450,4444,TAILÂNDIA
1507961,Terra Alta,15,Pará,0.266,0.395,0.622,0.077,4746,0.474,0.512,0.709,0.293,3579,0.605,0.555,0.743,0.536,4029,TERRA ALTA
1507979,Terra Santa,15,Pará,0.334,0.432,0.609,0.141,3528,0.490,0.475,0.721,0.343,3360,0.635,0.602,0.763,0.558,3393,TERRA SANTA
1508001,Tomé-Açu,15,Pará,0.347,0.502,0.591,0.141,3320,0.438,0.573,0.686,0.214,4137,0.586,0.596,0.798,0.424,4495,TOMÉ-AÇU
1508035,Tracuateua,15,Pará,0.250,0.434,0.563,0.064,4974,0.357,0.429,0.669,0.158,5278,0.531,0.514,0.776,0.376,5390,TRACUATEUA
1508050,Trairão,15,Pará,0.271,0.471,0.634,0.067,4666,0.395,0.528,0.691,0.169,4824,0.562,0.594,0.763,0.392,5002,TRAIRÃO
1508084,Tucumã,15,Pará,0.305,0.570,0.623,0.080,4067,0.512,0.664,0.742,0.273,3079,0.659,0.670,0.813,0.525,2924,TUCUMÃ
1508100,Tucuruí,15,Pará,0.421,0.558,0.664,0.201,2116,0.543,0.609,0.758,0.347,2620,0.666,0.675,0.800,0.548,2759,TUCURUÍ
1508126,Ulianópolis,15,Pará,0.277,0.595,0.576,0.062,4564,0.420,0.667,0.676,0.164,4452,0.604,0.682,0.759,0.425,4055,ULIANÓPOLIS
1508159,Uruará,15,Pará,0.298,0.514,0.636,0.081,4182,0.450,0.633,0.733,0.197,3930,0.589,0.609,0.798,0.420,4416,URUARÁ
1508209,Vigia,15,Pará,0.372,0.483,0.664,0.161,2944,0.487,0.550,0.748,0.281,3398,0.617,0.594,0.768,0.516,3756,VIGIA
1508308,Viseu,15,Pará,0.237,0.404,0.575,0.057,5137,0.353,0.425,0.686,0.151,5306,0.515,0.482,0.776,0.366,5481,VISEU
1508357,Vitória do Xingu,15,Pará,0.262,0.456,0.618,0.064,4803,0.422,0.560,0.712,0.189,4407,0.596,0.594,0.792,0.451,4238,VITÓRIA DO XINGU
1508407,Xinguara,15,Pará,0.374,0.610,0.696,0.123,2897,0.519,0.645,0.738,0.293,2976,0.646,0.671,0.800,0.503,3186,XINGUARA
1600055,Serra do Navio,16,Amapá,0.416,0.578,0.671,0.186,2192,0.569,0.571,0.728,0.444,2180,0.709,0.659,0.783,0.692,1638,SERRA DO NAVIO
1600105,Amapá,16,Amapá,0.391,0.535,0.698,0.160,2640,0.498,0.567,0.728,0.299,3246,0.642,0.631,0.790,0.532,3254,AMAPÁ
1600154,Pedra Branca do Amapari,16,Amapá,0.235,0.420,0.585,0.053,5158,0.442,0.501,0.670,0.257,4064,0.626,0.628,0.779,0.502,3561,PEDRA BRANCA DO AMAPARI
1600204,Calçoene,16,Amapá,0.342,0.562,0.570,0.125,3390,0.488,0.547,0.634,0.335,3381,0.643,0.636,0.759,0.550,3234,CALÇOENE
1600212,Cutias,16,Amapá,0.161,0.442,0.633,0.015,5512,0.444,0.471,0.696,0.267,4029,0.628,0.576,0.760,0.566,3519,CUTIAS
1600238,Ferreira Gomes,16,Amapá,0.320,0.492,0.701,0.095,3788,0.537,0.533,0.754,0.385,2719,0.656,0.635,0.820,0.542,2986,FERREIRA GOMES
1600253,Itaubal,16,Amapá,0.268,0.505,0.584,0.065,4717,0.415,0.496,0.634,0.227,4536,0.576,0.528,0.758,0.477,4718,ITAUBAL
1600279,Laranjal do Jari,16,Amapá,0.349,0.599,0.649,0.109,3286,0.481,0.593,0.728,0.258,3481,0.665,0.641,0.801,0.573,2776,LARANJAL DO JARI
1600303,Macapá,16,Amapá,0.525,0.653,0.690,0.322,453,0.622,0.667,0.754,0.478,1138,0.733,0.723,0.820,0.663,940,MACAPÁ
1600402,Mazagão,16,Amapá,0.319,0.484,0.649,0.103,3808,0.434,0.495,0.715,0.231,4199,0.592,0.609,0.758,0.449,4331,MAZAGÃO
1600501,Oiapoque,16,Amapá,0.388,0.599,0.662,0.147,2688,0.537,0.673,0.715,0.321,2719,0.658,0.693,0.779,0.527,2946,OIAPOQUE
1600535,Porto Grande,16,Amapá,0.407,0.567,0.649,0.183,2360,0.520,0.601,0.715,0.328,2963,0.640,0.610,0.777,0.554,3291,PORTO GRANDE
1600550,Pracuúba,16,Amapá,0.203,0.378,0.570,0.039,5377,0.440,0.501,0.696,0.244,4099,0.614,0.539,0.790,0.544,3820,PRACUÚBA
1600600,Santana,16,Amapá,0.426,0.575,0.662,0.203,2037,0.562,0.597,0.728,0.408,2298,0.692,0.654,0.794,0.638,2134,SANTANA
1600709,Tartarugalzinho,16,Amapá,0.311,0.519,0.633,0.092,3946,0.450,0.497,0.696,0.263,3930,0.592,0.553,0.794,0.473,4331,TARTARUGALZINHO
1600808,Vitória do Jari,16,Amapá,0.336,0.495,0.570,0.134,3497,0.459,0.534,0.670,0.271,3794,0.619,0.587,0.781,0.517,3721,VITÓRIA DO JARI
1700251,Abreulândia,17,Tocantins,0.215,0.420,0.604,0.039,5309,0.454,0.506,0.713,0.260,3858,0.665,0.700,0.835,0.502,2776,ABREULÂNDIA
1700301,Aguiarnópolis,17,Tocantins,0.295,0.480,0.550,0.097,4241,0.466,0.513,0.666,0.297,3686,0.657,0.618,0.804,0.571,2964,AGUIARNÓPOLIS
1700350,Aliança do Tocantins,17,Tocantins,0.380,0.511,0.632,0.170,2804,0.544,0.556,0.715,0.406,2597,0.663,0.610,0.801,0.596,2828,ALIANÇA DO TOCANTINS
1700400,Almas,17,Tocantins,0.263,0.428,0.559,0.076,4789,0.420,0.532,0.657,0.212,4452,0.636,0.616,0.796,0.524,3378,ALMAS
1700707,Alvorada,17,Tocantins,0.471,0.636,0.641,0.256,1256,0.578,0.655,0.725,0.407,1995,0.708,0.677,0.843,0.623,1665,ALVORADA
1701002,Ananás,17,Tocantins,0.295,0.457,0.585,0.096,4241,0.496,0.547,0.669,0.334,3279,0.671,0.621,0.804,0.605,2642,ANANÁS
1701051,Angico,17,Tocantins,0.235,0.379,0.562,0.061,5158,0.485,0.531,0.659,0.327,3427,0.648,0.576,0.773,0.612,3156,ANGICO
1701101,Aparecida do Rio Negro,17,Tocantins,0.373,0.487,0.612,0.174,2923,0.479,0.513,0.659,0.326,3512,0.651,0.593,0.791,0.588,3090,APARECIDA DO RIO NEGRO
1701309,Aragominas,17,Tocantins,0.320,0.470,0.604,0.115,3788,0.402,0.463,0.667,0.210,4725,0.593,0.611,0.739,0.461,4309,ARAGOMINAS
